year,urim,status_code,date,time,mimetype,redirects_to,redirect_type
2018,https://arquivo.pt/wayback/20181212053746/https://www.instagram.com/arianagrande/,200,12/12/2018,5:37:46,,,
2018,https://arquivo.pt/wayback/20181213054146/https://www.instagram.com/arianagrande/,200,12/13/2018,5:41:46,,,
2018,https://arquivo.pt/wayback/20181214054304/https://www.instagram.com/arianagrande/,200,12/14/2018,5:43:04,,,
2018,https://arquivo.pt/wayback/20181215051406/https://www.instagram.com/arianagrande/,200,12/15/2018,5:14:06,,,
2018,https://arquivo.pt/wayback/20181216043223/https://www.instagram.com/arianagrande/,200,12/16/2018,4:32:23,,,
2018,https://arquivo.pt/wayback/20181217045321/https://www.instagram.com/arianagrande/,200,12/17/2018,4:53:21,,,
2018,https://arquivo.pt/wayback/20181218051216/https://www.instagram.com/arianagrande/,200,12/18/2018,5:12:16,,,
2018,https://arquivo.pt/wayback/20181219050148/https://www.instagram.com/arianagrande/,200,12/19/2018,5:01:48,,,
2018,https://arquivo.pt/wayback/20181219223116/https://instagram.com/arianagrande,301,12/19/2018,22:31:16,,,
2018,https://arquivo.pt/wayback/20181220044548/https://www.instagram.com/arianagrande,301,12/20/2018,4:45:48,,,
2018,https://arquivo.pt/wayback/20181220051540/https://www.instagram.com/arianagrande/,200,12/20/2018,5:15:40,,,
2018,https://arquivo.pt/wayback/20181221052152/https://www.instagram.com/arianagrande/,200,12/21/2018,5:21:52,,,
2018,https://arquivo.pt/wayback/20181222050300/https://www.instagram.com/arianagrande/,200,12/22/2018,5:03:00,,,
2018,https://arquivo.pt/wayback/20181223051035/https://www.instagram.com/arianagrande/,200,12/23/2018,5:10:35,,,
2018,https://arquivo.pt/wayback/20181224051610/https://www.instagram.com/arianagrande/,200,12/24/2018,5:16:10,,,
2018,https://arquivo.pt/wayback/20181225045607/https://www.instagram.com/arianagrande/,200,12/25/2018,4:56:07,,,
2018,https://arquivo.pt/wayback/20181226050914/https://www.instagram.com/arianagrande/,200,12/26/2018,5:09:14,,,
2018,https://arquivo.pt/wayback/20181227054727/https://www.instagram.com/arianagrande/,200,12/27/2018,5:47:27,,,
2018,https://arquivo.pt/wayback/20181228060020/https://www.instagram.com/arianagrande/,200,12/28/2018,6:00:20,,,
2018,https://arquivo.pt/wayback/20181229051302/https://www.instagram.com/arianagrande/,200,12/29/2018,5:13:02,,,
2018,https://arquivo.pt/wayback/20181230052152/https://www.instagram.com/arianagrande/,200,12/30/2018,5:21:52,,,
2018,https://arquivo.pt/wayback/20181231051305/https://www.instagram.com/arianagrande/,200,12/31/2018,5:13:05,,,
2018,https://arquivo.pt/wayback/20181231212757/https://www.instagram.com/arianagrande/,200,12/31/2018,21:27:57,,,
2019,https://arquivo.pt/wayback/20190101204908/https://www.instagram.com/arianagrande/,200,1/1/2019,20:49:08,,,
2019,https://arquivo.pt/wayback/20190102205824/https://www.instagram.com/arianagrande/,200,1/2/2019,20:58:24,,,
2019,https://arquivo.pt/wayback/20190104050327/https://www.instagram.com/arianagrande/,200,1/4/2019,5:03:27,,,
2019,https://arquivo.pt/wayback/20190105055231/https://www.instagram.com/arianagrande/,200,1/5/2019,5:52:31,,,
2019,https://arquivo.pt/wayback/20190106053842/https://www.instagram.com/arianagrande/,200,1/6/2019,5:38:42,,,
2019,https://arquivo.pt/wayback/20190107051926/https://www.instagram.com/arianagrande/,200,1/7/2019,5:19:26,,,
2019,https://arquivo.pt/wayback/20190108050049/https://www.instagram.com/arianagrande/,200,1/8/2019,5:00:49,,,
2019,https://arquivo.pt/wayback/20190109052350/https://www.instagram.com/arianagrande/,200,1/9/2019,5:23:50,,,
2019,https://arquivo.pt/wayback/20190110062634/https://www.instagram.com/arianagrande/,200,1/10/2019,6:26:34,,,
2019,https://arquivo.pt/wayback/20190111054959/https://www.instagram.com/arianagrande/,200,1/11/2019,5:49:59,,,
2019,https://arquivo.pt/wayback/20190112060236/https://www.instagram.com/arianagrande/,200,1/12/2019,6:02:36,,,
2019,https://arquivo.pt/wayback/20190113054746/https://www.instagram.com/arianagrande/,200,1/13/2019,5:47:46,,,
2019,https://arquivo.pt/wayback/20190114055936/https://www.instagram.com/arianagrande/,200,1/14/2019,5:59:36,,,
2019,https://arquivo.pt/wayback/20190115053722/https://www.instagram.com/arianagrande/,200,1/15/2019,5:37:22,,,
2019,https://arquivo.pt/wayback/20190116050619/https://instagram.com/arianagrande,301,1/16/2019,5:06:19,,https://arquivo.pt/wayback/20190116060618/https://www.instagram.com/arianagrande/,2xx
2019,https://arquivo.pt/wayback/20190116054218/https://www.instagram.com/arianagrande,301,1/16/2019,5:42:18,,https://arquivo.pt/wayback/20190116060618/https://www.instagram.com/arianagrande/,2xx
2019,https://arquivo.pt/wayback/20190116060618/https://www.instagram.com/arianagrande/,200,1/16/2019,6:06:18,,,
2019,https://arquivo.pt/wayback/20190117054849/https://www.instagram.com/arianagrande/,200,1/17/2019,5:48:49,,,
2019,https://arquivo.pt/wayback/20190118060136/https://www.instagram.com/arianagrande/,200,1/18/2019,6:01:36,,,
2019,https://arquivo.pt/wayback/20190119053513/https://www.instagram.com/arianagrande/,200,1/19/2019,5:35:13,,,
2019,https://arquivo.pt/wayback/20190120055708/https://www.instagram.com/arianagrande/,200,1/20/2019,5:57:08,,,
2019,https://arquivo.pt/wayback/20190121053444/https://www.instagram.com/arianagrande/,200,1/21/2019,5:34:44,,,
2019,https://arquivo.pt/wayback/20190122054626/https://www.instagram.com/arianagrande/,200,1/22/2019,5:46:26,,,
2019,https://arquivo.pt/wayback/20190123055353/https://www.instagram.com/arianagrande/,200,1/23/2019,5:53:53,,,
2019,https://arquivo.pt/wayback/20190124060035/https://www.instagram.com/arianagrande/,200,1/24/2019,6:00:35,,,
2019,https://arquivo.pt/wayback/20190125061127/https://www.instagram.com/arianagrande/,200,1/25/2019,6:11:27,,,
2019,https://arquivo.pt/wayback/20190125213241/https://www.instagram.com/arianagrande/,200,1/25/2019,21:32:41,,,
2019,https://arquivo.pt/wayback/20190127055637/https://www.instagram.com/arianagrande/,200,1/27/2019,5:56:37,,,
2019,https://arquivo.pt/wayback/20190128045602/https://www.instagram.com/arianagrande/,200,1/28/2019,4:56:02,,,
2019,https://arquivo.pt/wayback/20190129052807/https://www.instagram.com/arianagrande/,200,1/29/2019,5:28:07,,,
2019,https://arquivo.pt/wayback/20190130052710/https://www.instagram.com/arianagrande/,200,1/30/2019,5:27:10,,,
2019,https://arquivo.pt/wayback/20190131053610/https://www.instagram.com/arianagrande/,200,1/31/2019,5:36:10,,,
2019,https://arquivo.pt/wayback/20190201053848/https://www.instagram.com/arianagrande/,200,2/1/2019,5:38:48,,,
2019,https://arquivo.pt/wayback/20190213044122/https://www.instagram.com/arianagrande/,200,2/13/2019,4:41:22,,,
2019,https://arquivo.pt/wayback/20190822182914/https://www.instagram.com/arianagrande/,302,8/22/2019,18:29:14,,,login
2020,https://arquivo.pt/wayback/20200629190411/https://www.instagram.com/arianagrande/,302,6/29/2020,19:04:11,,,login
2020,https://arquivo.pt/wayback/20201214200128/https://www.instagram.com/arianagrande/,302,12/14/2020,20:01:28,,,login
2021,https://arquivo.pt/wayback/20210118012831/https://www.instagram.com/arianagrande/,302,1/18/2021,1:28:31,,,login
2021,https://arquivo.pt/wayback/20211021094958/https://www.instagram.com/arianagrande,301,10/21/2021,9:49:58,,,login
2022,https://arquivo.pt/wayback/20220104152916/http://www.instagram.com/arianagrande,301,1/4/2022,15:29:16,text/plain,,login
2022,https://arquivo.pt/wayback/20220104152919/https://www.instagram.com/arianagrande,301,1/4/2022,15:29:19,,,login
2022,https://arquivo.pt/wayback/20220104152923/https://www.instagram.com/arianagrande/,302,1/4/2022,15:29:23,,,login
2023,https://arquivo.pt/wayback/20230215155601/http://instagram.com/arianagrande,301,2/15/2023,15:56:01,text/plain,,login
2023,https://arquivo.pt/wayback/20230215155606/http://instagram.com/arianagrande/,301,2/15/2023,15:56:06,text/plain,,login
2023,https://arquivo.pt/wayback/20230219094749/https://instagram.com/arianagrande,301,2/19/2023,9:47:49,,,login
2023,https://arquivo.pt/wayback/20230219094753/https://instagram.com/arianagrande/,302,2/19/2023,9:47:53,,,login
2023,https://arquivo.pt/wayback/20230219195146/https://instagram.com/arianagrande/,302,2/19/2023,19:51:46,,,login
2015,https://arquivo.pt/wayback/20150410061500/https://instagram.com//kimkardashian//,404,4/10/2015,6:15:00,,,
2018,https://arquivo.pt/wayback/20180410044446/http://instagram.com/kimkardashian,301,4/10/2018,4:44:46,text/plain,https://arquivo.pt/wayback/20180801035456/https://www.instagram.com/kimkardashian/,2xx
2018,https://arquivo.pt/wayback/20180419190129/http://instagram.com/kimkardashian/,301,4/19/2018,19:01:29,text/plain,https://arquivo.pt/wayback/20180801035456/https://www.instagram.com/kimkardashian/,2xx
2018,https://arquivo.pt/wayback/20180423061559/http://www.instagram.com//kimkardashian//,301,4/23/2018,6:15:59,text/plain,https://arquivo.pt/wayback/20180801035456/https://www.instagram.com/kimkardashian/,2xx
2018,https://arquivo.pt/wayback/20180801035456/https://www.instagram.com/kimkardashian/,200,8/1/2018,3:54:56,,,
2018,https://arquivo.pt/wayback/20180802041741/https://www.instagram.com/kimkardashian/,200,8/2/2018,4:17:41,,,
2018,https://arquivo.pt/wayback/20180803035020/https://www.instagram.com/kimkardashian/,200,8/3/2018,3:50:20,,,
2019,https://arquivo.pt/wayback/20190320023005/https://instagram.com/kimkardashian,301,3/20/2019,2:30:05,,https://arquivo.pt/wayback/20190325095256/https://www.instagram.com/kimkardashian/,2xx
2019,https://arquivo.pt/wayback/20190325064006/https://instagram.com/kimkardashian/,301,3/25/2019,6:40:06,,https://arquivo.pt/wayback/20190325095256/https://www.instagram.com/kimkardashian/,2xx
2019,https://arquivo.pt/wayback/20190325081924/https://www.instagram.com/kimkardashian,301,3/25/2019,8:19:24,,https://arquivo.pt/wayback/20190325095256/https://www.instagram.com/kimkardashian/,2xx
2019,https://arquivo.pt/wayback/20190325085724/http://instagram.com/kimkardashian,301,3/25/2019,8:57:24,text/plain,https://arquivo.pt/wayback/20190325095256/https://www.instagram.com/kimkardashian/,2xx
2019,https://arquivo.pt/wayback/20190325085728/https://instagram.com/kimkardashian,301,3/25/2019,8:57:28,,https://arquivo.pt/wayback/20190325095256/https://www.instagram.com/kimkardashian/,2xx
2019,https://arquivo.pt/wayback/20190325095256/https://www.instagram.com/kimkardashian/,200,3/25/2019,9:52:56,,,
2019,https://arquivo.pt/wayback/20190426025603/https://www.instagram.com/kimkardashian,301,4/26/2019,2:56:03,,https://arquivo.pt/wayback/20190325095256/https://www.instagram.com/kimkardashian/,2xx
2019,https://arquivo.pt/wayback/20190901221107/http://instagram.com/kimkardashian,301,9/1/2019,22:11:07,text/plain,,login
2019,https://arquivo.pt/wayback/20190911195047/https://www.instagram.com/kimkardashian/,302,9/11/2019,19:50:47,,,login
2019,https://arquivo.pt/wayback/20191104171318/https://instagram.com/kimkardashian/,301,11/4/2019,17:13:18,,https://arquivo.pt/wayback/20191105013247/https://www.instagram.com/kimkardashian/,2xx
2019,https://arquivo.pt/wayback/20191105013247/https://www.instagram.com/kimkardashian/,200,11/5/2019,1:32:47,,,
2019,https://arquivo.pt/wayback/20191209053235/http://instagram.com/kimkardashian/,301,12/9/2019,5:32:35,text/plain,,
2019,https://arquivo.pt/wayback/20191212010333/http://instagram.com/kimkardashian,301,12/12/2019,1:03:33,text/plain,,
2019,https://arquivo.pt/wayback/20191218064613/https://www.instagram.com/kimkardashian,301,12/18/2019,6:46:13,,,login
2020,https://arquivo.pt/wayback/20200209072010/https://www.instagram.com/kimkardashian/,302,2/9/2020,7:20:10,,,
2020,https://arquivo.pt/wayback/20200306175544/http://instagram.com/kimkardashian,301,3/6/2020,17:55:44,text/plain,,
2020,https://arquivo.pt/wayback/20200327160042/https://www.instagram.com/kimkardashian,301,3/27/2020,16:00:42,,,
2020,https://arquivo.pt/wayback/20200616172118/http://instagram.com/kimkardashian,301,6/16/2020,17:21:18,text/plain,,
2020,https://arquivo.pt/wayback/20200622135626/http://instagram.com/kimkardashian,301,6/22/2020,13:56:26,text/plain,,
2020,https://arquivo.pt/wayback/20200722193347/https://www.instagram.com/kimkardashian/,302,7/22/2020,19:33:47,,,login
2020,https://arquivo.pt/wayback/20200914202110/http://instagram.com/kimkardashian,301,9/14/2020,20:21:10,text/plain,,
2020,https://arquivo.pt/wayback/20200914205052/https://www.instagram.com/kimkardashian,301,9/14/2020,20:50:52,,,
2021,https://arquivo.pt/wayback/20210111195324/https://www.instagram.com/kimkardashian/,302,1/11/2021,19:53:24,,,login
2021,https://arquivo.pt/wayback/20210316021933/http://instagram.com/kimkardashian,301,3/16/2021,2:19:33,text/plain,,login
2021,https://arquivo.pt/wayback/20210618102149/https://instagram.com/kimkardashian,301,6/18/2021,10:21:49,,,login
2021,https://arquivo.pt/wayback/20211024222854/https://www.instagram.com/kimkardashian/,302,10/24/2021,22:28:54,,,login
2022,https://arquivo.pt/wayback/20220104152625/http://www.instagram.com/kimkardashian,301,1/4/2022,15:26:25,text/plain,,login
2022,https://arquivo.pt/wayback/20220104152629/https://www.instagram.com/kimkardashian,301,1/4/2022,15:26:29,,,login
2022,https://arquivo.pt/wayback/20220209085710/https://www.instagram.com/kimkardashian,301,2/9/2022,8:57:10,,,login
2022,https://arquivo.pt/wayback/20220509224138/http://instagram.com/kimkardashian,301,5/9/2022,22:41:38,text/plain,,login
2022,https://arquivo.pt/wayback/20220509224307/https://instagram.com/kimkardashian,301,5/9/2022,22:43:07,,,login
2022,https://arquivo.pt/wayback/20220509224408/https://instagram.com/kimkardashian/,302,5/9/2022,22:44:08,,,login
2022,https://arquivo.pt/wayback/20220514080632/http://instagram.com/kimkardashian,301,5/14/2022,8:06:32,text/plain,,login
2022,https://arquivo.pt/wayback/20220817033617/https://instagram.com/kimkardashian,301,8/17/2022,3:36:17,,,login
2022,https://arquivo.pt/wayback/20220817034510/http://instagram.com/kimkardashian,301,8/17/2022,3:45:10,text/plain,,login
2022,https://arquivo.pt/wayback/20221102235808/http://instagram.com/kimkardashian,301,11/2/2022,23:58:08,text/plain,,login
2022,https://arquivo.pt/wayback/20221102235814/https://instagram.com/kimkardashian,301,11/2/2022,23:58:14,,,login
2022,https://arquivo.pt/wayback/20221102235817/https://instagram.com/kimkardashian/,302,11/2/2022,23:58:17,,,login
2022,https://arquivo.pt/wayback/20221223221602/http://instagram.com/KimKardashian,301,12/23/2022,22:16:02,text/plain,,login
2023,https://arquivo.pt/wayback/20230218081743/http://instagram.com/kimkardashian,301,2/18/2023,8:17:43,text/plain,,login
2023,https://arquivo.pt/wayback/20230219141557/https://instagram.com/kimkardashian,301,2/19/2023,14:15:57,,,login
2023,https://arquivo.pt/wayback/20230219222941/https://instagram.com/kimkardashian/,302,2/19/2023,22:29:41,,,login
2019,https://arquivo.pt/wayback/20190809044908/https://www.instagram.com/beyonce/,200,8/9/2019,4:49:08,,,
2019,https://arquivo.pt/wayback/20190901222449/http://instagram.com/beyonce,301,9/1/2019,22:24:49,text/plain,,
2019,https://arquivo.pt/wayback/20191212012510/http://instagram.com/beyonce,301,12/12/2019,1:25:10,text/plain,,
2019,https://arquivo.pt/wayback/20191218065813/https://www.instagram.com/beyonce,301,12/18/2019,6:58:13,,,
2020,https://arquivo.pt/wayback/20200103081040/https://instagram.com/beyonce/,301,1/3/2020,8:10:40,,,
2020,https://arquivo.pt/wayback/20200205062758/https://www.instagram.com/beyonce/,302,2/5/2020,6:27:58,,,login
2020,https://arquivo.pt/wayback/20200306180920/http://instagram.com/beyonce,301,3/6/2020,18:09:20,text/plain,,
2020,https://arquivo.pt/wayback/20200312183053/https://www.instagram.com/beyonce/,302,3/12/2020,18:30:53,,,login
2020,https://arquivo.pt/wayback/20200327160821/https://www.instagram.com/beyonce,301,3/27/2020,16:08:21,,,login
2020,https://arquivo.pt/wayback/20200611002959/https://instagram.com/beyonce/,302,6/11/2020,0:29:59,,,login
2020,https://arquivo.pt/wayback/20200622140646/http://instagram.com/beyonce,301,6/22/2020,14:06:46,text/plain,,
2020,https://arquivo.pt/wayback/20200801191834/https://www.instagram.com/beyonce/,302,8/1/2020,19:18:34,,,login
2020,https://arquivo.pt/wayback/20201118222152/https://www.instagram.com/beyonce/,302,11/18/2020,22:21:52,,,login
2020,https://arquivo.pt/wayback/20201119233757/https://www.instagram.com/beyonce/,302,11/19/2020,23:37:57,,,login
2020,https://arquivo.pt/wayback/20201120215308/https://www.instagram.com/beyonce/,302,11/20/2020,21:53:08,,,login
2020,https://arquivo.pt/wayback/20201121220449/https://www.instagram.com/beyonce/,302,11/21/2020,22:04:49,,,login
2020,https://arquivo.pt/wayback/20201122233517/https://www.instagram.com/beyonce/,302,11/22/2020,23:35:17,,,login
2020,https://arquivo.pt/wayback/20201124000408/https://www.instagram.com/beyonce/,302,11/24/2020,0:04:08,,,login
2020,https://arquivo.pt/wayback/20201124232357/https://www.instagram.com/beyonce/,302,11/24/2020,23:23:57,,,login
2020,https://arquivo.pt/wayback/20201126222814/https://www.instagram.com/beyonce/,302,11/26/2020,22:28:14,,,login
2020,https://arquivo.pt/wayback/20201127234333/https://www.instagram.com/beyonce/,302,11/27/2020,23:43:33,,,login
2020,https://arquivo.pt/wayback/20201128230146/https://www.instagram.com/beyonce/,302,11/28/2020,23:01:46,,,login
2020,https://arquivo.pt/wayback/20201129225845/https://www.instagram.com/beyonce/,302,11/29/2020,22:58:45,,,login
2020,https://arquivo.pt/wayback/20201130223614/https://www.instagram.com/beyonce/,302,11/30/2020,22:36:14,,,login
2020,https://arquivo.pt/wayback/20201201225828/https://www.instagram.com/beyonce/,302,12/1/2020,22:58:28,,,login
2020,https://arquivo.pt/wayback/20201202231859/https://www.instagram.com/beyonce/,302,12/2/2020,23:18:59,,,login
2020,https://arquivo.pt/wayback/20201203215656/https://www.instagram.com/beyonce/,302,12/3/2020,21:56:56,,,login
2020,https://arquivo.pt/wayback/20201204233203/https://www.instagram.com/beyonce/,302,12/4/2020,23:32:03,,,login
2020,https://arquivo.pt/wayback/20201205224900/https://www.instagram.com/beyonce/,302,12/5/2020,22:49:00,,,login
2020,https://arquivo.pt/wayback/20201206213839/https://www.instagram.com/beyonce/,302,12/6/2020,21:38:39,,,login
2020,https://arquivo.pt/wayback/20201207224941/https://www.instagram.com/beyonce/,302,12/7/2020,22:49:41,,,login
2020,https://arquivo.pt/wayback/20201208231534/https://www.instagram.com/beyonce/,302,12/8/2020,23:15:34,,,login
2020,https://arquivo.pt/wayback/20201209233620/https://www.instagram.com/beyonce/,302,12/9/2020,23:36:20,,,login
2021,https://arquivo.pt/wayback/20210113101112/https://www.instagram.com/beyonce,301,1/13/2021,10:11:12,,,login
2021,https://arquivo.pt/wayback/20210113102236/https://www.instagram.com/beyonce/,302,1/13/2021,10:22:36,,,login
2021,https://arquivo.pt/wayback/20210904183651/https://www.instagram.com/beyonce/,302,9/4/2021,18:36:51,,,login
2021,https://arquivo.pt/wayback/20211001233240/https://instagram.com/beyonce/,302,10/1/2021,23:32:40,,,login
2021,https://arquivo.pt/wayback/20211021104325/https://www.instagram.com/beyonce,301,10/21/2021,10:43:25,,,
2021,https://arquivo.pt/wayback/20211025210349/https://instagram.com/beyonce,301,10/25/2021,21:03:49,,,
2022,https://arquivo.pt/wayback/20220401183753/https://www.instagram.com/beyonce/,302,4/1/2022,18:37:53,,,login
2022,https://arquivo.pt/wayback/20220702040331/https://www.instagram.com/beyonce/,200,7/2/2022,4:03:31,,,
2022,https://arquivo.pt/wayback/20220705090746/https://www.instagram.com/beyonce/,302,7/5/2022,9:07:46,,,login
2022,https://arquivo.pt/wayback/20220706064812/https://www.instagram.com/beyonce/,302,7/6/2022,6:48:12,,,login
2022,https://arquivo.pt/wayback/20220707051645/https://www.instagram.com/beyonce/,302,7/7/2022,5:16:45,,,login
2022,https://arquivo.pt/wayback/20220708065011/https://www.instagram.com/beyonce/,302,7/8/2022,6:50:11,,,login
2022,https://arquivo.pt/wayback/20220709061014/https://www.instagram.com/beyonce/,302,7/9/2022,6:10:14,,,login
2022,https://arquivo.pt/wayback/20220710055007/https://www.instagram.com/beyonce/,302,7/10/2022,5:50:07,,,login
2022,https://arquivo.pt/wayback/20220712063158/https://www.instagram.com/beyonce/,302,7/12/2022,6:31:58,,,login
2022,https://arquivo.pt/wayback/20220728224012/https://www.instagram.com/beyonce/,429,7/28/2022,22:40:12,,,
2022,https://arquivo.pt/wayback/20220803194013/https://www.instagram.com/beyonce/,200,8/3/2022,19:40:13,,,
2022,https://arquivo.pt/wayback/20220805002927/https://www.instagram.com/beyonce/,302,8/5/2022,0:29:27,,,login
2022,https://arquivo.pt/wayback/20220912093807/http://instagram.com/beyonce/,301,9/12/2022,9:38:07,text/plain,,login
2022,https://arquivo.pt/wayback/20220912093810/https://instagram.com/beyonce/,302,9/12/2022,9:38:10,,,login
2023,https://arquivo.pt/wayback/20230215161046/http://instagram.com/beyonce,301,2/15/2023,16:10:46,text/plain,,login
2023,https://arquivo.pt/wayback/20230215161049/http://instagram.com/beyonce/,301,2/15/2023,16:10:49,text/plain,,login
2023,https://arquivo.pt/wayback/20230219100254/https://instagram.com/beyonce,301,2/19/2023,10:02:54,,,login
2023,https://arquivo.pt/wayback/20230219100258/https://instagram.com/beyonce/,302,2/19/2023,10:02:58,,,login
2023,https://arquivo.pt/wayback/20230219200510/https://instagram.com/beyonce/,302,2/19/2023,20:05:10,,,login
2023,https://arquivo.pt/wayback/20230328010621/https://www.instagram.com/beyonce/,200,3/28/2023,1:06:21,,,
2023,https://arquivo.pt/wayback/20230328210838/https://www.instagram.com/beyonce/,302,3/28/2023,21:08:38,,,login
2019,https://arquivo.pt/wayback/20190327194450/http://instagram.com/khloekardashian,301,3/27/2019,19:44:50,text/plain,https://arquivo.pt/wayback/20190708043700/https://www.instagram.com/khloekardashian/,2xx
2019,https://arquivo.pt/wayback/20190327214033/https://instagram.com/khloekardashian,301,3/27/2019,21:40:33,,https://arquivo.pt/wayback/20190708043700/https://www.instagram.com/khloekardashian/,2xx
2019,https://arquivo.pt/wayback/20190708011743/http://instagram.com/khloekardashian,301,7/8/2019,1:17:43,text/plain,https://arquivo.pt/wayback/20190708043700/https://www.instagram.com/khloekardashian/,2xx
2019,https://arquivo.pt/wayback/20190708012502/https://instagram.com/khloekardashian,301,7/8/2019,1:25:02,,https://arquivo.pt/wayback/20190708043700/https://www.instagram.com/khloekardashian/,2xx
2019,https://arquivo.pt/wayback/20190708041110/https://www.instagram.com/khloekardashian,301,7/8/2019,4:11:10,,https://arquivo.pt/wayback/20190708043700/https://www.instagram.com/khloekardashian/,2xx
2019,https://arquivo.pt/wayback/20190708043700/https://www.instagram.com/khloekardashian/,200,7/8/2019,4:37:00,,,
2020,https://arquivo.pt/wayback/20200219091607/https://www.instagram.com/khloekardashian/,302,2/19/2020,9:16:07,,,login
2020,https://arquivo.pt/wayback/20200415005459/https://www.instagram.com/khloekardashian/,302,4/15/2020,0:54:59,,,login
2020,https://arquivo.pt/wayback/20200523184404/https://www.instagram.com/khloekardashian/,302,5/23/2020,18:44:04,,,login
2020,https://arquivo.pt/wayback/20200529214520/https://instagram.com/khloekardashian,301,5/29/2020,21:45:20,,,login
2020,https://arquivo.pt/wayback/20200529214523/https://instagram.com/khloekardashian/,302,5/29/2020,21:45:23,,,login
2020,https://arquivo.pt/wayback/20200617225904/https://www.instagram.com/khloekardashian/,302,6/17/2020,22:59:04,,,login
2020,https://arquivo.pt/wayback/20200702000935/https://instagram.com/khloekardashian,301,7/2/2020,0:09:35,,,login
2020,https://arquivo.pt/wayback/20200702000939/https://instagram.com/khloekardashian/,302,7/2/2020,0:09:39,,,login
2021,https://arquivo.pt/wayback/20210904213301/https://www.instagram.com/khloekardashian/,302,9/4/2021,21:33:01,,,login
2021,https://arquivo.pt/wayback/20210911170011/http://instagram.com/khloekardashian/,301,9/11/2021,17:00:11,text/plain,,login
2022,https://arquivo.pt/wayback/20220413220208/http://instagram.com/khloekardashian/,301,4/13/2022,22:02:08,text/plain,,login
2023,https://arquivo.pt/wayback/20230218081651/http://instagram.com/khloekardashian,301,2/18/2023,8:16:51,text/plain,,login
2023,https://arquivo.pt/wayback/20230219141502/https://instagram.com/khloekardashian,301,2/19/2023,14:15:02,,,login
2023,https://arquivo.pt/wayback/20230219222853/https://instagram.com/khloekardashian/,302,2/19/2023,22:28:53,,,login
2018,https://arquivo.pt/wayback/20180410032246/http://instagram.com/nike,301,4/10/2018,3:22:46,text/plain,https://arquivo.pt/wayback/20180717163208/https://www.instagram.com/nike/,2xx
2018,https://arquivo.pt/wayback/20180712142152/http://instagram.com/nike,301,7/12/2018,14:21:52,text/plain,https://arquivo.pt/wayback/20180717163208/https://www.instagram.com/nike/,2xx
2018,https://arquivo.pt/wayback/20180712150632/https://instagram.com/nike,301,7/12/2018,15:06:32,,https://arquivo.pt/wayback/20180717163208/https://www.instagram.com/nike/,2xx
2018,https://arquivo.pt/wayback/20180712150636/https://instagram.com/nike/,301,7/12/2018,15:06:36,,https://arquivo.pt/wayback/20180717163208/https://www.instagram.com/nike/,2xx
2018,https://arquivo.pt/wayback/20180717163204/https://www.instagram.com/nike,301,7/17/2018,16:32:04,,https://arquivo.pt/wayback/20180717163208/https://www.instagram.com/nike/,2xx
2018,https://arquivo.pt/wayback/20180717163208/https://www.instagram.com/nike/,200,7/17/2018,16:32:08,,,
2018,https://arquivo.pt/wayback/20181111084352/http://instagram.com/nike,301,11/11/2018,8:43:52,text/plain,https://arquivo.pt/wayback/20180717163208/https://www.instagram.com/nike/,2xx
2018,https://arquivo.pt/wayback/20181111084356/https://instagram.com/nike,301,11/11/2018,8:43:56,,https://arquivo.pt/wayback/20180717163208/https://www.instagram.com/nike/,2xx
2018,https://arquivo.pt/wayback/20181116225533/https://www.instagram.com/nike,301,11/16/2018,22:55:33,,https://arquivo.pt/wayback/20180717163208/https://www.instagram.com/nike/,2xx
2019,https://arquivo.pt/wayback/20190320051905/http://instagram.com/nike,301,3/20/2019,5:19:05,text/plain,https://arquivo.pt/wayback/20190629040711/https://www.instagram.com/nike/,2xx
2019,https://arquivo.pt/wayback/20190401232106/https://instagram.com/nike,301,4/1/2019,23:21:06,,https://arquivo.pt/wayback/20190629040711/https://www.instagram.com/nike/,2xx
2019,https://arquivo.pt/wayback/20190401232153/https://instagram.com/nike/,301,4/1/2019,23:21:53,,https://arquivo.pt/wayback/20190629040711/https://www.instagram.com/nike/,2xx
2019,https://arquivo.pt/wayback/20190629040711/https://www.instagram.com/nike/,200,6/29/2019,4:07:11,,,
2019,https://arquivo.pt/wayback/20190630040432/https://www.instagram.com/nike/,200,6/30/2019,4:04:32,,,
2019,https://arquivo.pt/wayback/20190818031810/https://www.instagram.com/nike/,200,8/18/2019,3:18:10,,,
2019,https://arquivo.pt/wayback/20190819031715/https://www.instagram.com/nike/,200,8/19/2019,3:17:15,,,
2019,https://arquivo.pt/wayback/20190830031732/https://www.instagram.com/nike/,302,8/30/2019,3:17:32,,,login
2019,https://arquivo.pt/wayback/20190907020534/http://instagram.com/nike,301,9/7/2019,2:05:34,text/plain,,
2019,https://arquivo.pt/wayback/20191115063845/https://instagram.com/nike,301,11/15/2019,6:38:45,,,login
2019,https://arquivo.pt/wayback/20191118144701/https://www.instagram.com/nike,301,11/18/2019,14:47:01,,,login
2019,https://arquivo.pt/wayback/20191118173128/https://www.instagram.com/nike/,302,11/18/2019,17:31:28,,,login
2020,https://arquivo.pt/wayback/20200216111200/https://instagram.com/nike,301,2/16/2020,11:12:00,,,login
2020,https://arquivo.pt/wayback/20200223101034/https://www.instagram.com/nike/,302,2/23/2020,10:10:34,,,login
